,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,403.0,28.0,-115.0,2.8,40.30000000000001,35.999999999999936,-1457.0,-14.0,-128.90000000000003,-1.4000000000000004,-145.7,-72.49999999999993,-43.0,-5.0,180.10000000000005,-0.5,-4.2999999999999545,13.299999999999955,294.0,-3.0,129.89999999999998,-0.3000000000000007,29.40000000000001,-13.600000000000026,-36.0,-1.0,72.6,-0.10000000000000007,-3.6000000000000227,-11.30000000000007
1,0.0,1197.0,38.0,476.80000000000007,3.8,119.70000000000002,55.59999999999997,-157.0,-2.0,-169.8,-0.1999999999999993,-15.699999999999989,-59.29999999999996,1157.0,2.0,108.80000000000008,0.2,115.7,161.89999999999995,-879.0,-14.0,119.0,-1.4000000000000004,-87.90000000000003,-55.69999999999999,49.0,13.0,80.70000000000005,1.3000000000000005,4.900000000000006,23.19999999999993
2,1.0,1460.0,8.0,-84.30000000000003,0.8000000000000007,146.0,158.39999999999995,-338.0,-13.0,-35.700000000000045,-1.2999999999999998,-33.79999999999998,-21.700000000000053,662.0,-3.0,-25.700000000000053,-0.3,66.20000000000005,58.79999999999996,1330.0,4.0,-17.199999999999992,0.4000000000000004,133.0,98.5,459.0,-12.0,-65.49999999999997,-1.2,45.899999999999984,20.19999999999999
3,1.0,-2278.0,-30.0,-39.700000000000045,-3.0,-227.8,-205.5,781.0,8.0,-48.19999999999999,0.7999999999999998,78.1,19.69999999999999,1111.0,4.0,177.89999999999995,0.4,111.1,191.6,2127.0,20.0,-130.0,2.000000000000001,212.7,71.19999999999997,1289.0,-5.0,-149.79999999999995,-0.5,128.89999999999998,47.5
4,0.0,329.0,25.0,-198.3,2.5,32.900000000000034,81.0,-961.0,-14.0,-65.99999999999993,-1.3999999999999997,-96.10000000000002,-67.80000000000007,-261.0,-5.0,222.79999999999995,-0.5,-26.099999999999994,-9.199999999999989,967.0,-1.0,-173.19999999999996,-0.09999999999999963,96.7,61.30000000000001,1034.0,0.0,59.100000000000016,0.0,103.4,114.00000000000004
5,1.0,-1185.0,-17.0,-70.5,-1.7000000000000002,-118.5,-63.19999999999993,175.0,13.0,41.30000000000001,1.299999999999999,17.49999999999997,30.900000000000034,89.0,3.0,-187.29999999999995,0.30000000000000004,8.899999999999975,38.10000000000002,570.0,13.0,-132.50000000000003,1.2999999999999998,57.0,49.499999999999936,361.0,-14.0,-104.20000000000003,-1.4,36.1,-47.40000000000001
6,0.0,-43.0,2.0,375.70000000000016,0.20000000000000007,-4.300000000000011,43.69999999999999,-969.0,6.0,-14.5,0.5999999999999996,-96.90000000000008,18.100000000000023,746.0,14.0,414.20000000000016,1.4,74.6,87.30000000000004,-830.0,-7.0,112.5,-0.6999999999999993,-82.99999999999997,-46.899999999999984,-270.0,1.0,-15.100000000000026,0.1,-27.0,8.800000000000011
7,1.0,-1391.0,-28.0,150.70000000000005,-2.8,-139.1,-119.3,893.0,4.0,-236.30000000000004,0.4000000000000004,89.29999999999997,87.0,-306.0,-2.0,-130.39999999999998,-0.2,-30.599999999999994,12.399999999999974,-43.0,-4.0,157.8000000000001,-0.39999999999999947,-4.300000000000068,4.699999999999988,-594.0,-2.0,25.800000000000008,-0.2,-59.40000000000001,-72.1
8,0.0,-8.0,15.0,72.40000000000003,1.5,-0.8000000000000114,-13.0,219.0,8.0,-47.30000000000001,0.7999999999999998,21.90000000000001,69.29999999999995,-484.0,-4.0,85.80000000000007,-0.4000000000000001,-48.40000000000003,-25.400000000000034,-692.0,-7.0,-1.5,-0.7000000000000011,-69.19999999999993,-14.399999999999974,-286.0,-2.0,19.19999999999999,-0.2,-28.600000000000023,-47.80000000000001
9,0.0,-44.0,1.0,-179.0,0.09999999999999963,-4.399999999999976,-33.399999999999984,-398.0,-1.0,142.89999999999995,-0.09999999999999963,-39.80000000000001,1.1999999999999886,89.0,0.0,16.299999999999955,0.0,8.900000000000034,-12.000000000000055,518.0,28.0,134.29999999999995,2.8000000000000007,51.80000000000001,58.90000000000003,247.0,-10.0,-34.599999999999966,-1.0,24.70000000000001,-61.399999999999984
10,0.0,-993.0,-14.0,-99.10000000000002,-1.4000000000000004,-99.30000000000004,-78.5,619.0,-5.0,-168.2,-0.5,61.899999999999984,-9.899999999999975,-346.0,18.0,-179.29999999999995,1.8,-34.599999999999966,-44.80000000000001,-1331.0,-7.0,179.2,-0.6999999999999993,-133.10000000000002,-14.0,-470.0,14.0,91.3,1.4,-47.0,34.799999999999955
11,1.0,1369.0,35.0,-61.899999999999984,3.4999999999999987,136.89999999999998,84.59999999999997,-429.0,-6.0,37.30000000000001,-0.6000000000000005,-42.89999999999998,19.899999999999977,-76.0,-5.0,378.6,-0.5,-7.600000000000023,-9.899999999999975,-551.0,-3.0,9.099999999999966,-0.3000000000000007,-55.100000000000016,29.799999999999947,141.0,2.0,115.70000000000002,0.19999999999999973,14.099999999999996,-17.69999999999999
12,0.0,-2714.0,-37.0,43.90000000000003,-3.700000000000001,-271.40000000000003,-222.1,47.0,24.0,231.6,2.400000000000001,4.700000000000017,81.19999999999997,-106.0,-5.0,-115.79999999999997,-0.5,-10.600000000000025,-76.60000000000002,-1748.0,-18.0,153.90000000000003,-1.8000000000000007,-174.79999999999995,-169.00000000000006,-78.0,2.0,66.60000000000002,0.20000000000000004,-7.799999999999982,-22.90000000000001
13,0.0,813.0,-3.0,37.39999999999998,-0.2999999999999998,81.30000000000003,25.69999999999993,-648.0,-1.0,278.90000000000003,-0.09999999999999963,-64.80000000000001,-61.79999999999996,485.0,-6.0,48.29999999999996,-0.6,48.5,64.20000000000005,-1863.0,-26.0,239.30000000000007,-2.6,-186.3,-80.60000000000002,-330.0,-1.0,12.900000000000036,-0.09999999999999998,-33.0,-42.5
14,0.0,133.0,-5.0,209.70000000000005,-0.5000000000000009,13.300000000000011,-23.699999999999992,-81.0,11.0,110.80000000000008,1.1000000000000003,-8.100000000000023,-132.79999999999995,-91.0,4.0,-119.40000000000008,0.4,-9.100000000000025,-52.600000000000016,-1015.0,-23.0,32.099999999999966,-2.3,-101.5,-37.10000000000002,-726.0,-8.0,-187.0,-0.8,-72.60000000000005,-38.39999999999998
15,1.0,-459.0,-23.0,-220.29999999999995,-2.3,-45.90000000000001,-33.19999999999993,-481.0,-10.0,24.700000000000053,-1.0,-48.100000000000016,-48.499999999999936,568.0,-1.0,-43.00000000000011,-0.1,56.80000000000001,48.09999999999997,-34.0,-6.0,55.19999999999993,-0.5999999999999996,-3.3999999999999773,-29.699999999999992,-360.0,-16.0,-33.19999999999999,-1.6,-36.0,-13.5
16,1.0,-102.0,-3.0,130.20000000000002,-0.2999999999999989,-10.199999999999989,-12.900000000000036,885.0,-6.0,-92.5,-0.6000000000000014,88.5,58.0,331.0,-2.0,-129.49999999999994,-0.2,33.099999999999994,32.0,1460.0,-14.0,-245.90000000000003,-1.3999999999999997,146.00000000000003,62.69999999999999,406.0,-13.0,-156.39999999999995,-1.3,40.6,27.799999999999947
17,0.0,-279.0,0.0,46.09999999999997,8.881784197001252e-16,-27.900000000000034,-25.099999999999966,-259.0,-6.0,73.39999999999998,-0.5999999999999996,-25.900000000000034,-44.899999999999984,-600.0,1.0,-11.399999999999974,0.10000000000000007,-60.0,4.800000000000012,-492.0,-14.0,68.79999999999998,-1.3999999999999997,-49.20000000000002,-29.600000000000023,-123.0,-9.0,-84.09999999999997,-0.9,-12.300000000000011,28.400000000000034
18,0.0,-455.0,-7.0,-59.899999999999984,-0.7000000000000011,-45.49999999999997,-6.5,139.0,-13.0,-68.60000000000002,-1.2999999999999998,13.899999999999974,-31.599999999999966,-104.0,-4.0,-95.10000000000014,-0.4,-10.400000000000034,-63.600000000000016,-55.0,-3.0,128.89999999999998,-0.2999999999999998,-5.5,-54.80000000000007,-821.0,-4.0,-108.60000000000002,-0.4,-82.1,-39.79999999999996
19,1.0,532.0,18.0,70.40000000000003,1.7999999999999998,53.19999999999999,90.79999999999997,-717.0,-11.0,96.90000000000003,-1.0999999999999996,-71.69999999999997,-80.29999999999995,-513.0,-7.0,-18.899999999999977,-0.7,-51.29999999999996,-45.09999999999997,866.0,8.0,-80.0,0.7999999999999998,86.59999999999997,62.69999999999999,705.0,0.0,-79.1,0.0,70.50000000000003,67.19999999999999
20,0.0,1195.0,20.0,-252.30000000000007,2.0,119.49999999999994,72.60000000000002,-514.0,-27.0,-247.90000000000003,-2.7,-51.40000000000001,-53.79999999999996,-151.0,-10.0,33.299999999999955,-1.0,-15.099999999999964,18.20000000000005,-980.0,-12.0,-47.09999999999997,-1.200000000000001,-98.0,-10.5,-484.0,5.0,254.20000000000005,0.5,-48.399999999999984,-13.200000000000045
21,1.0,458.0,-17.0,-120.0,-1.6999999999999993,45.80000000000001,34.399999999999984,352.0,12.0,189.40000000000003,1.2000000000000002,35.19999999999999,49.5,624.0,-1.0,8.900000000000091,-0.1,62.399999999999984,84.69999999999997,735.0,-7.0,-60.80000000000001,-0.7000000000000002,73.49999999999997,33.399999999999984,372.0,-5.0,0.30000000000001137,-0.5,37.200000000000024,36.0
22,1.0,-875.0,-13.0,62.5,-1.3000000000000007,-87.5,-35.80000000000001,-330.0,-7.0,-126.0,-0.7000000000000002,-33.0,71.10000000000002,-331.0,0.0,0.0,0.0,-33.099999999999994,-44.80000000000001,1762.0,28.0,-113.2,2.8000000000000007,176.2,12.0,803.0,-1.0,-168.60000000000005,-0.09999999999999998,80.30000000000003,90.79999999999997
23,0.0,-182.0,-24.0,-49.79999999999996,-2.4000000000000004,-18.19999999999999,-21.30000000000001,-2.0,-6.0,-11.699999999999989,-0.5999999999999996,-0.19999999999998866,1.0,-569.0,-3.0,163.1999999999999,-0.30000000000000004,-56.899999999999984,-12.599999999999964,-453.0,-21.0,-107.90000000000003,-2.1,-45.30000000000001,-59.09999999999997,-119.0,-7.0,-180.00000000000003,-0.7,-11.899999999999974,30.0
24,1.0,173.0,-10.0,166.40000000000003,-1.0,17.300000000000008,-34.5,-23.0,8.0,184.70000000000005,0.7999999999999998,-2.300000000000012,-29.699999999999992,-343.0,7.0,-4.800000000000182,0.7,-34.299999999999955,7.099999999999965,927.0,-1.0,-123.79999999999997,-0.10000000000000052,92.70000000000003,51.19999999999999,388.0,-4.0,144.0,-0.4,38.80000000000004,58.19999999999999
25,1.0,1806.0,35.0,-82.39999999999998,3.5,180.6,211.20000000000005,-485.0,-3.0,113.79999999999997,-0.2999999999999998,-48.5,70.79999999999995,317.0,-8.0,257.0,-0.8,31.699999999999992,-2.8999999999999773,-384.0,-5.0,55.49999999999997,-0.5,-38.400000000000034,17.899999999999977,227.0,-6.0,142.99999999999997,-0.6,22.70000000000001,5.399999999999976
26,1.0,-390.0,16.0,65.80000000000001,1.5999999999999996,-39.0,-50.5,1378.0,7.0,-68.50000000000007,0.6999999999999993,137.8,171.90000000000003,-1021.0,3.0,-117.70000000000003,0.3,-102.09999999999997,-95.5,-690.0,-7.0,46.600000000000016,-0.7000000000000002,-69.0,-61.30000000000001,-263.0,4.0,-14.500000000000055,0.4,-26.299999999999947,1.3999999999999773
27,1.0,-1091.0,-25.0,-31.5,-2.5000000000000004,-109.09999999999997,-108.7,-751.0,-25.0,178.0,-2.500000000000001,-75.10000000000002,-116.79999999999997,-60.0,-4.0,148.39999999999995,-0.4,-6.0,-34.69999999999999,445.0,30.0,-172.5,2.9999999999999987,44.49999999999997,122.5,1243.0,3.0,30.899999999999977,0.3,124.29999999999997,-3.5
28,1.0,1016.0,28.0,-42.10000000000002,2.8000000000000007,101.60000000000004,162.39999999999995,141.0,6.0,258.00000000000006,0.6000000000000005,14.100000000000026,-25.399999999999977,10.0,5.0,-193.2,0.5,0.9999999999999432,23.399999999999977,832.0,21.0,138.3,2.1000000000000014,83.20000000000002,-7.199999999999987,509.0,10.0,130.39999999999998,1.0,50.899999999999984,76.30000000000003
29,1.0,891.0,0.0,-188.1,0.0,89.10000000000002,138.09999999999997,1238.0,39.0,-172.39999999999995,3.900000000000001,123.79999999999998,139.7,-564.0,-4.0,-26.19999999999993,-0.4,-56.399999999999984,-94.29999999999997,-1295.0,1.0,11.399999999999974,0.10000000000000052,-129.5,-7.300000000000013,-334.0,-3.0,131.70000000000005,-0.3,-33.40000000000001,-69.39999999999998
30,0.0,-687.0,-37.0,130.5,-3.6999999999999993,-68.70000000000002,-82.39999999999998,-811.0,-5.0,72.59999999999998,-0.5,-81.1,-35.80000000000001,259.0,-2.0,179.7,-0.2,25.90000000000001,14.399999999999974,-615.0,13.0,-144.5,1.299999999999999,-61.49999999999997,25.400000000000034,-752.0,0.0,128.60000000000002,0.0,-75.19999999999997,-78.49999999999997
31,0.0,1036.0,42.0,114.29999999999997,4.199999999999998,103.60000000000002,143.39999999999995,-725.0,-26.0,23.600000000000023,-2.6,-72.49999999999997,-14.600000000000026,-879.0,-5.0,59.80000000000007,-0.5,-87.9,-75.90000000000003,580.0,18.0,131.59999999999997,1.7999999999999998,57.999999999999936,47.0,373.0,10.0,187.8,1.0,37.30000000000001,86.6
32,1.0,-589.0,-20.0,-60.200000000000045,-1.9999999999999991,-58.899999999999984,-57.899999999999984,-992.0,-8.0,-221.9,-0.8000000000000007,-99.2,-87.20000000000003,225.0,0.0,78.5,0.0,22.500000000000032,39.0,1772.0,19.0,-55.600000000000016,1.9,177.2,102.5,265.0,-13.0,186.50000000000003,-1.3,26.5,45.30000000000001
33,0.0,-1510.0,-22.0,36.200000000000045,-2.200000000000001,-151.0,-88.29999999999997,-486.0,-9.0,183.0,-0.9000000000000004,-48.6,-88.80000000000004,-785.0,3.0,-137.29999999999995,0.3,-78.50000000000003,-78.39999999999998,-1162.0,-8.0,88.00000000000004,-0.8000000000000007,-116.20000000000002,-20.79999999999995,-303.0,15.0,231.6,1.5,-30.299999999999986,-24.699999999999992
34,0.0,729.0,29.0,-178.29999999999995,2.9000000000000004,72.89999999999998,72.09999999999991,546.0,12.0,0.3999999999999773,1.200000000000001,54.6,47.899999999999984,-318.0,3.0,-136.89999999999998,0.30000000000000004,-31.800000000000008,-32.0,449.0,-16.0,59.5,-1.6000000000000003,44.899999999999984,8.899999999999975,-12.0,7.0,243.9,0.6999999999999997,-1.200000000000017,7.699999999999987
35,0.0,387.0,19.0,197.1,1.9,38.700000000000024,23.5,844.0,6.0,-119.60000000000002,0.5999999999999996,84.40000000000003,91.50000000000006,930.0,0.0,-375.79999999999984,0.0,93.0,-37.200000000000045,-584.0,3.0,-10.399999999999975,0.2999999999999998,-58.40000000000003,22.899999999999977,-941.0,14.0,141.2,1.4,-94.09999999999997,-47.00000000000003
36,1.0,363.0,6.0,51.79999999999996,0.6000000000000005,36.30000000000007,4.300000000000011,-1631.0,-3.0,-5.0,-0.2999999999999998,-163.1,-74.89999999999998,-1643.0,-3.0,186.2,-0.3,-164.30000000000004,-115.8,1065.0,12.0,-0.3999999999999773,1.2000000000000002,106.5,104.3,-52.0,-1.0,66.0,-0.1,-5.199999999999988,36.5
37,0.0,-1094.0,-16.0,202.1,-1.5999999999999996,-109.40000000000003,-72.79999999999995,150.0,-12.0,-144.29999999999995,-1.2000000000000002,15.0,38.000000000000064,-408.0,4.0,144.70000000000005,0.4,-40.80000000000007,-35.799999999999955,-1286.0,-13.0,-20.09999999999997,-1.2999999999999998,-128.60000000000002,-95.5,-1030.0,-3.0,81.29999999999998,-0.29999999999999993,-102.99999999999996,-70.00000000000003
