,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
146,0,64,13,62,46,90,20,141,21,120,66,13108,568794,354758,47813,2647,263924,165325,45730,146561,45772,7,7,18,7,5,21,5,7,9,7,21,5,7,9,7,7,7,18,7,6
147,0,102,67,57,46,42,130,7,26,120,106,17486,179906,87108,47813,46793,225163,58772,45112,201527,755903,7,7,18,7,6,7,7,18,9,6,21,5,7,9,7,21,5,7,7,7
148,0,77,138,5,46,115,32,135,117,132,75,57362,28996,76683,47813,65425,523120,397520,31066,5971,121817,21,7,18,7,5,21,7,7,7,6,7,5,7,9,7,7,5,18,9,7
149,0,18,53,36,46,67,95,24,43,15,75,109581,52137,104530,47813,279233,1574560,248244,38854,73713,38763,7,7,18,7,5,5,21,7,7,6,21,5,7,9,7,7,7,18,9,7
150,0,94,35,101,46,76,78,138,131,120,106,79144,32589,127495,47813,89169,107034,241957,15399,12757,97155,7,5,18,7,6,7,5,18,9,6,5,7,7,9,7,21,7,7,7,7
151,1,114,61,62,124,126,129,138,127,8,12,90282,5251,130761,35204,107875,5770,176907,107688,40416,31053,7,5,7,9,7,7,5,18,9,7,5,7,18,7,5,21,7,7,7,5
152,1,95,125,71,46,4,33,30,101,27,107,1136039,63282,1277183,47813,182063,63418,29790,14641,35168,14273,7,5,7,7,5,7,7,18,7,7,21,7,18,9,7,21,5,7,9,6
153,1,77,50,134,46,42,125,78,130,48,11,790266,1466231,16728,47813,128593,73195,123016,91442,98754,118251,21,5,7,7,7,8,5,18,7,7,7,7,18,9,5,7,7,7,9,5
154,1,95,9,98,46,75,102,141,71,15,107,575569,3888,10845,47813,37374,759,11200,19227,90219,3205,5,7,7,7,7,7,7,7,7,7,7,5,18,9,5,21,5,18,9,6
155,1,85,2,55,46,75,89,90,137,22,76,9043,129158,19843,47813,30127,1285,632,63851,410,183993,21,7,18,7,6,5,7,18,9,7,7,5,7,9,7,7,5,7,7,6
156,0,34,67,55,46,66,64,135,57,15,4,26621,2202,19843,47813,37665,9233,171793,535841,11215,465035,21,7,18,7,7,21,7,7,9,5,7,5,7,9,6,7,5,18,7,7
157,1,40,108,55,46,142,44,97,83,116,75,562103,5538,19843,47813,661338,1459,366937,26428,70774,96967,21,21,18,7,5,7,5,18,9,7,7,7,7,9,7,21,7,7,7,5
158,0,85,133,26,46,4,40,61,83,120,66,39524,39174,13937,47813,13870,394672,40638,4166,15293,43696,21,9,7,7,5,21,5,18,9,7,7,7,18,9,7,7,7,7,7,5
159,0,87,6,55,46,11,118,2,105,132,13,19030,53019,22230,47813,18959,2030978,1208489,390994,17537,183667,7,5,7,7,7,5,7,7,7,7,21,7,18,9,5,8,5,18,9,5
160,0,108,135,62,46,76,93,126,127,120,115,20601,204096,10691,47813,307164,121072,11300,266817,536133,673423,7,5,7,7,6,21,8,18,7,7,21,7,18,9,7,7,7,7,9,6
161,0,34,119,131,46,4,39,24,99,65,76,71328,134,52926,47813,28466,106417,65311,10795,43485,96856,21,7,7,7,7,21,7,18,7,7,7,9,18,9,5,7,5,5,9,6
162,1,118,51,101,46,78,23,2,26,27,75,15251,34650,59137,47813,28630,21649,2574032,12761,93137,65389,5,21,6,7,7,21,7,18,7,7,7,7,18,9,5,7,5,7,9,5
163,0,118,61,94,46,78,40,135,62,65,76,15251,23411,33015,47813,165122,30717,264955,46622,15788,418981,5,7,18,7,7,7,6,18,9,7,7,5,7,9,6,21,7,7,7,6
164,0,118,135,25,46,76,93,2,94,27,106,15251,62195,151260,47813,258887,353910,645782,319430,104243,557853,5,7,18,7,7,7,7,18,9,7,7,5,7,9,5,21,5,7,7,5
165,1,118,64,36,46,67,68,2,28,27,13,15251,178041,27854,47813,85168,100457,76563,4120,127021,25999,5,21,18,7,7,7,7,18,7,7,7,7,7,9,5,21,5,7,9,5
166,1,87,135,43,46,75,80,10,57,8,115,93544,28037,10536,47813,47610,45759,339299,20609,46995,166276,7,7,18,7,5,7,6,7,9,7,21,5,7,9,7,21,7,18,7,6
167,0,129,67,23,60,90,16,135,130,46,115,21525,72870,55762,4154,12464,34697,419597,26668,126618,109077,21,7,18,7,7,7,5,7,9,7,7,5,7,9,5,21,7,18,7,5
168,0,95,2,83,46,66,20,67,57,132,126,21612,15669,18893,47813,503233,18659,359630,31954,8957,913818,21,7,18,7,6,7,1,18,7,7,7,5,7,9,7,21,7,7,9,6
169,1,80,50,71,46,110,20,119,43,48,4,41862,16951,12023,47813,19511,143535,114669,893259,87003,436492,21,7,18,7,6,7,8,18,9,7,7,5,7,9,7,8,7,7,7,5
170,0,46,55,71,124,125,114,109,81,72,76,47813,172393,203682,443412,102695,168963,5370,57063,101745,84995,7,5,18,9,5,7,1,18,7,7,21,7,7,7,7,5,7,7,9,6
171,0,16,61,55,46,28,68,2,80,120,115,20385,10632,27786,47813,11374,39309,467208,327130,37478,58156,21,5,18,7,5,7,5,7,7,6,7,7,7,9,7,21,7,18,9,7
172,0,43,90,127,66,22,100,50,81,65,75,35359,2647,37480,7681,16080,47516,86610,86044,184391,34793,5,5,7,7,7,21,7,18,9,7,7,7,18,6,9,7,5,7,7,5
173,1,83,112,127,46,76,16,109,43,60,42,16113,29544,37480,304351,1244647,32570,223565,98716,42000,36537,7,5,7,9,6,21,5,7,9,6,21,7,18,7,7,7,7,18,7,7
174,1,103,17,127,132,42,108,84,105,48,115,81499,102243,37480,85019,11044,8075,65414,16981,43219,56646,7,9,7,9,6,21,7,7,7,5,21,7,18,7,7,7,9,18,9,7
175,1,118,51,127,27,66,40,84,81,47,63,15251,30185,37480,69083,17259,12997,231543,2503,99939,93472,5,7,7,7,5,21,1,7,7,7,7,21,18,9,7,7,7,18,9,5
176,1,77,65,127,116,12,59,10,70,124,66,135528,55497,37480,165509,95867,68915,106227,542458,8371,171369,21,9,7,7,6,21,2,7,7,6,7,7,18,9,7,7,7,18,9,7
177,0,103,141,131,116,76,59,119,44,15,140,828310,8914,32048,36426,250671,83954,134037,36811,102036,38342,21,7,7,9,6,5,21,18,9,7,7,21,18,7,7,7,7,7,7,5
178,1,54,53,131,48,13,20,123,82,124,126,13301,115069,32048,117531,98342,44765,59709,36542,77697,467706,7,5,7,9,5,7,9,7,7,7,21,7,18,7,7,21,7,18,9,1
179,0,44,84,105,116,63,29,21,94,48,115,2549,44179,11990,13431,41548,86432,1041499,123596,12053,97181,21,5,7,7,5,7,7,18,7,6,7,7,18,9,7,21,5,7,9,7
180,0,44,108,1,116,14,43,138,57,46,50,6102,93126,23491,55216,9606,152090,563600,86231,395961,46037,21,7,7,7,7,7,7,18,9,7,7,21,18,9,5,21,5,7,7,5
181,0,87,30,1,27,75,86,109,127,46,142,3076,39788,23491,116774,37821,173392,17474,24257,368323,172275,21,21,7,7,7,5,5,18,7,7,7,7,18,9,6,7,7,7,9,6
182,1,86,13,105,132,90,40,72,21,48,110,657371,10305,11990,43128,5955,56074,12946,16356,9224,6447,5,5,7,7,7,7,7,18,7,7,7,7,18,21,5,21,9,7,9,5
183,0,39,30,131,125,63,129,108,117,48,76,763331,72922,32048,444074,336592,13969,6443,13491,121866,193687,7,7,7,7,7,7,7,18,9,7,21,21,18,9,5,21,2,7,7,5
184,1,89,35,105,48,115,29,111,43,46,67,18995,32589,11990,57166,50637,201870,158,21513,41452,42136,7,21,7,7,7,21,7,7,7,5,5,7,18,9,5,7,5,18,9,7
185,0,110,138,131,8,50,95,119,55,116,14,54964,72973,32048,11092,45690,980546,8143,130049,53007,406259,7,5,7,7,6,21,7,18,7,5,5,7,18,9,7,7,5,7,9,7
186,0,29,7,131,27,115,20,135,43,22,75,32844,13090,32048,157216,112682,226495,103746,264394,48856,55357,21,5,7,9,5,8,5,18,9,5,7,7,18,7,7,7,7,7,7,7
187,0,73,69,117,27,63,87,6,130,65,14,313891,28254,17876,91954,77828,122164,813059,10471,28826,82266,5,7,18,7,7,21,7,7,9,6,7,21,7,9,5,7,21,18,7,7
188,1,100,69,127,124,78,95,109,62,120,42,4940,28254,10905,116751,11790,436442,7232,718399,16709,82587,21,7,18,9,6,21,2,18,7,6,7,21,7,7,7,7,7,7,9,7
189,1,103,69,43,27,115,20,21,44,47,66,13132,28254,24908,150259,79137,9424,83779,19975,317141,90646,21,7,18,9,7,7,7,7,9,6,7,21,7,7,5,5,21,18,7,7
190,1,108,31,71,116,42,16,19,91,15,63,3700,29086,268604,22491,22707,69997,6858,11346,16119,155176,21,7,18,9,6,21,7,18,7,5,7,21,7,7,7,7,21,7,9,7
191,1,33,69,44,46,50,75,97,43,124,123,22666,28254,15560,33452,62586,15806,54054,9315,126252,26488,21,7,7,7,7,18,7,18,9,5,7,21,18,9,6,7,21,7,7,7
192,1,85,126,120,124,115,77,53,82,47,67,31350,107875,166793,96745,222682,13015,1434228,21044,48037,329809,21,7,7,9,7,21,7,7,9,6,7,8,18,7,6,7,5,18,7,7
193,1,40,69,94,47,75,68,109,105,27,4,113667,28254,67359,14568,84660,24736,20090,25373,1552,30522,21,7,18,9,6,21,7,18,7,6,7,21,7,7,7,7,9,7,9,7
194,0,121,31,131,124,76,93,21,71,15,42,2646,29086,90346,21392,43803,126464,21919,1236,50074,163657,7,7,18,7,7,21,5,18,9,5,21,5,7,9,6,7,7,7,7,7
195,1,68,31,16,47,75,13,135,44,46,12,6531,29086,12154,294090,29929,272214,475382,17792,48900,19963,21,7,18,7,6,5,7,18,7,6,7,21,7,9,7,7,5,7,9,7
196,0,86,31,44,132,11,138,30,41,124,130,66148,29086,81268,102410,690961,8335,71880,60548,21186,59144,7,7,7,9,7,7,5,18,9,5,5,21,18,7,5,5,7,7,7,7
197,1,34,126,98,132,42,1,24,62,47,113,94745,107875,34388,81501,9496,57979,98907,31781,76065,28861,7,7,18,7,6,7,21,18,7,7,21,8,7,9,7,21,7,7,9,6
198,1,103,52,130,120,75,118,67,105,8,72,24810,104133,1289,41139,3562,116471,37137,4969,4977,5757,21,21,18,7,7,5,6,18,9,5,7,7,7,9,5,7,7,7,7,7
199,0,18,10,134,15,50,23,86,83,65,107,65838,26241,103518,63346,164123,262817,1255,1310,29650,492409,7,7,18,9,5,21,5,18,7,7,21,21,7,7,7,7,7,8,9,6
200,1,29,21,58,116,107,34,95,26,15,76,14088,66197,39821,9917,256840,682873,264391,69606,147905,11084,7,7,18,7,6,21,7,7,9,7,21,21,7,9,7,7,5,18,7,6
201,1,95,126,137,27,66,130,2,94,116,4,838054,107875,12090,323594,414423,9608,74606,52622,59947,109328,21,7,18,9,5,7,5,18,7,7,7,2,7,7,7,21,7,7,9,5
202,0,122,64,71,120,13,94,125,134,124,76,8530,5383,4258,41139,24671,323284,8095,10995,439660,40566,7,7,7,7,6,21,1,7,7,6,21,1,18,9,7,7,7,18,9,7
203,1,44,9,57,72,107,95,126,94,65,42,140398,2194,23950,18725,20201,34591,27746,23406,60423,122190,21,7,18,7,7,21,21,7,9,6,7,5,7,9,6,7,7,18,7,7
204,1,29,126,127,132,12,59,84,94,116,63,28853,107875,71342,41147,92615,26166,35239,28912,16628,20057,7,7,18,7,7,21,7,18,7,7,21,9,7,9,6,7,5,7,9,5
205,0,122,10,130,8,28,94,53,99,15,13,80958,26241,5842,108723,1347889,114076,89693,361650,20251,107441,21,7,18,7,7,7,7,18,7,5,7,9,7,9,5,5,5,7,9,7
206,1,19,67,71,120,50,77,53,91,47,4,36079,1073619,98392,41139,1759508,38136,225831,264312,760445,60286,21,6,7,7,7,7,5,7,7,5,7,7,18,9,9,21,7,18,9,7
207,0,37,84,70,120,67,29,125,134,27,115,52104,106762,37824,41139,16467,65367,385222,9488,103852,232051,21,7,18,7,5,7,21,18,9,7,8,9,7,9,7,21,7,7,7,5
208,0,70,133,57,124,106,77,108,95,8,115,2332,9741,152067,6528,1283241,25941,14993,258506,40278,207570,21,7,18,9,7,7,7,7,7,18,7,9,7,7,6,21,5,18,9,7
209,1,110,3,41,116,63,95,129,62,15,12,191165,794812,13492,15522,37615,173929,8584,55874,3019,80833,21,6,18,9,7,5,7,18,9,5,7,7,7,7,5,7,5,7,7,7
210,0,89,21,134,124,75,118,51,98,132,76,128354,66197,13673,38400,81487,815607,20582,18823,8219,18910,21,7,18,7,5,21,6,18,9,6,7,21,7,9,7,7,7,7,7,7
211,1,19,10,127,124,13,16,31,98,120,42,36079,26241,13147,163802,2553,3082,15588,4085,21312,88158,21,7,18,7,7,21,7,18,7,6,7,9,7,9,6,7,21,7,9,7
212,0,102,10,57,123,16,118,69,62,65,11,2185,26241,53920,8454,3220,48841,153140,924052,82642,527686,21,7,7,9,6,5,7,7,7,7,8,9,18,7,7,7,5,18,9,6
213,1,94,133,137,72,63,16,128,98,12,113,21831,9741,13023,62238,21762,9705,36350,204831,3004,719,5,7,18,9,7,21,8,18,6,9,7,9,7,7,6,7,7,7,7,7
214,1,135,10,71,27,4,20,108,82,116,140,463783,26241,262701,33027,13870,41861,2016,2522,69911,3757,6,7,18,9,5,21,5,7,7,6,7,9,7,7,7,7,7,18,9,7
215,0,39,10,57,65,133,85,135,44,124,107,380123,26241,11189,33021,1600,10923,130496,13670,354664,66458,21,7,18,7,5,7,7,18,7,9,7,9,7,9,7,21,5,7,1,7
216,0,82,10,71,120,7,99,84,131,124,14,14062,26241,34871,22966,13090,68223,115838,59128,31678,228106,21,7,18,7,5,21,9,18,9,7,8,9,7,9,7,5,7,7,7,5
217,0,102,21,131,123,14,95,141,62,120,76,228306,66197,56841,60073,8244,387708,28890,229542,16118,248930,21,7,7,7,5,7,5,7,9,7,8,21,18,9,7,21,7,18,7,6
218,0,95,21,70,123,110,68,84,35,72,42,114740,66197,175563,5911,19229,11326,105819,98946,121820,165349,21,7,18,9,5,7,7,18,9,7,7,21,7,7,7,21,9,7,7,6
219,0,29,21,55,60,110,32,133,44,46,14,48004,66197,10926,311471,19229,52793,74390,4319,248189,16338,7,7,18,9,5,7,7,18,7,7,21,21,7,7,7,21,1,7,9,6
220,0,114,21,55,123,13,34,129,101,60,110,51035,66197,39662,18941,42670,58176,273359,254044,12212,32237,21,7,18,9,5,7,5,18,7,6,7,21,7,7,7,21,7,6,9,7
221,0,135,21,91,46,4,19,43,101,123,115,174402,66197,461360,78442,104183,9291,19267,16318,51389,97205,7,7,18,9,6,21,7,18,9,6,21,21,7,7,7,7,5,7,7,7
222,1,34,133,41,124,42,68,21,43,27,66,11044,9741,169452,293685,81242,39882,84192,60021,20907,5013,21,7,7,9,7,7,5,18,9,7,7,21,18,7,6,21,7,7,7,6
223,1,129,21,71,47,110,56,138,101,27,114,84365,66197,755912,60459,19229,139223,475901,22857,36577,7989,5,7,7,7,5,7,5,18,9,7,7,21,18,9,7,21,7,7,7,5
224,1,93,21,99,47,110,122,24,134,116,140,36657,66197,60558,50213,19229,438671,51405,4789,44210,312364,21,7,18,9,5,21,5,18,9,6,7,21,5,7,7,7,7,7,7,7
225,1,70,21,44,132,110,118,67,71,47,12,33327,66197,10627,55487,19229,209314,213491,826125,22575,48099,7,7,7,7,6,5,7,18,7,5,21,21,18,9,7,8,1,7,9,7
226,0,136,7,21,123,75,44,111,80,60,13,21940,1786,66197,37632,72098,4039,369421,116169,91032,130545,7,5,7,9,7,7,1,18,9,5,21,7,18,7,6,21,7,7,7,7
227,0,34,21,101,46,4,40,64,82,120,75,4691,66197,17519,52004,135910,6199,22561,44456,124156,54606,21,7,18,7,6,7,21,18,9,7,7,21,7,9,7,21,7,7,7,6
228,0,135,75,80,120,12,40,109,44,123,142,82946,5726,23881,41139,36685,31959,46936,9361,41746,667025,7,7,18,7,6,21,2,18,9,5,21,5,7,9,7,7,7,7,7,7
229,0,56,21,137,123,107,93,133,57,124,76,13894,66197,7917,40309,148461,207962,115321,52109,431052,7332,21,7,18,7,6,7,7,18,9,7,7,21,7,9,7,5,1,7,7,6
230,0,24,21,105,116,14,33,125,99,124,42,159779,66197,11525,59372,59529,156527,11710,10648,63892,1083289,5,7,7,9,7,7,9,5,9,6,7,21,18,7,6,21,7,18,7,7
231,1,65,138,73,123,21,32,10,43,116,4,55497,147750,9365,10682,66197,749,34016,22274,28711,80597,21,7,18,7,7,21,7,7,7,7,7,5,7,9,6,7,1,18,9,6
232,1,117,21,57,47,70,100,7,71,124,76,29160,66197,73040,117530,99077,124042,34051,39155,305406,180333,7,7,7,9,7,7,7,18,7,7,21,21,18,7,6,21,21,7,9,5
233,0,32,21,57,116,13,40,69,82,133,15,63486,66197,119967,5847,41556,261884,41675,9314,61885,48234,7,7,18,9,6,21,21,18,7,9,21,21,7,7,7,7,7,7,6,7
234,0,87,21,130,47,106,50,52,62,116,67,25627,66197,94069,31815,78807,93749,20476,113796,76592,19477,21,7,18,9,6,21,21,7,7,5,7,21,7,7,7,7,7,18,9,7
235,0,114,21,43,116,85,33,138,98,104,66,423889,66197,7920,63989,5998,456498,97078,6802,1496,163461,7,7,18,7,6,21,5,7,9,6,5,21,7,9,7,7,7,18,7,7
236,0,59,21,25,124,126,95,109,94,132,66,3044,66197,213497,106697,677,2128630,84610,422579,48454,69043,21,7,18,7,5,5,5,18,7,7,7,21,7,9,7,7,7,7,9,6
237,0,129,21,27,124,68,93,64,131,120,113,35623,66197,86425,129651,69678,111280,10973,122913,31462,81055,21,7,18,9,7,5,7,7,9,6,7,21,7,7,5,7,21,18,7,7
238,1,39,21,137,15,76,16,67,43,46,63,32194,66197,9651,35838,192934,28076,2812,214336,1162,19247,21,7,18,7,7,7,7,7,7,7,7,21,7,9,6,18,6,18,9,5
239,0,122,21,127,124,107,70,54,130,47,76,410010,66197,71342,77178,348,100413,92487,53223,54271,122577,7,7,18,9,6,21,8,7,7,6,21,5,7,7,7,7,7,18,9,7
240,0,68,69,127,116,63,86,24,82,60,76,18370,20903,71342,4458,37615,14067,15374,16465,4765,161415,7,7,18,7,7,21,21,18,7,7,21,21,7,9,5,7,7,7,9,6
241,1,87,21,127,27,140,70,2,98,124,76,95560,66197,71342,46548,1235939,32290,10352,14377,30381,155809,21,7,18,9,7,5,21,18,7,6,7,21,7,7,6,7,7,7,9,7
242,1,44,21,127,140,116,5,69,43,72,13,196240,66197,71342,15734,51658,1209323,173704,8144,412066,29415,21,7,18,21,7,21,7,7,9,5,7,21,7,7,9,7,1,18,7,7
243,1,20,21,127,116,107,135,67,80,120,63,268661,66197,71342,58519,84276,251554,44371,48253,58128,49810,21,7,18,9,6,5,7,18,9,5,7,21,7,7,7,7,21,7,7,7
244,1,40,21,57,132,75,20,125,99,8,106,36066,66197,9420,37180,28983,6173,15438,306338,220790,12238,7,7,7,9,7,21,21,5,9,7,21,21,18,7,6,7,7,18,7,6
245,1,39,21,57,123,12,32,129,5,125,75,203724,66197,164266,85408,360780,43985,34812,11742,146973,146599,21,7,18,9,7,21,5,18,9,6,7,21,7,7,6,7,7,7,7,7
246,1,32,21,98,124,107,77,135,137,65,4,40521,66197,4857,67149,21969,34653,786924,57306,102674,59984,7,7,18,9,6,7,7,7,7,7,21,21,7,7,7,21,5,18,9,5
247,0,3,21,131,47,100,73,69,99,60,66,64632,66197,121124,16798,3639,8887,19932,333522,57730,20009,21,7,18,7,5,5,9,18,9,6,7,21,7,9,7,7,7,5,7,7
248,0,73,21,26,60,4,74,111,36,47,67,290134,66197,33488,3212,32433,31161,32727,36637,33900,13932,7,7,18,7,7,21,9,7,9,7,21,21,7,9,6,7,7,18,7,6
249,1,33,21,127,46,76,135,69,101,47,12,78016,66197,71342,9699,38691,101960,73195,30275,28569,21385,7,7,18,9,7,7,21,7,9,6,5,21,7,7,5,21,7,18,7,7
250,1,16,21,55,116,50,135,53,43,47,113,28275,66197,19843,83176,12578,24510,275698,18583,27570,170895,21,7,18,7,5,7,7,7,7,6,7,21,7,9,7,21,5,18,9,5
251,1,95,21,131,22,50,43,10,55,132,4,95096,66197,121124,7820,32490,49327,6714,351461,52966,34513,21,7,18,9,5,21,7,18,7,6,7,21,7,7,7,7,5,7,9,7
252,1,135,21,105,116,4,29,2,101,27,115,122786,66197,6242,37108,34754,22869,622585,51291,216804,74659,6,7,18,9,5,21,5,18,7,7,7,21,7,7,7,7,7,7,9,6
253,0,100,21,82,116,66,2,135,117,47,42,61673,66197,10892,1958,23718,344776,351463,46992,43899,57359,7,7,18,9,7,7,7,18,7,7,21,21,7,7,6,21,5,7,9,5
254,0,29,21,80,120,113,32,129,92,116,90,269854,66197,2575,32194,6598,35822,12264,82567,67839,117997,21,7,7,7,5,21,7,18,7,7,7,21,18,9,7,7,21,7,9,6
255,1,102,21,99,116,4,70,67,57,124,42,75134,66197,637149,346317,19404,62450,5733,15292,51034,141314,8,7,18,9,7,7,9,18,7,6,21,21,5,7,6,21,7,7,9,7
256,1,18,21,134,22,113,103,10,99,116,106,14275,66197,98467,89242,19548,28385,23645,123,44292,33487,21,7,7,7,6,7,7,18,7,7,7,21,18,9,7,21,21,5,9,6
257,1,94,21,43,15,42,34,19,25,72,12,113735,66197,6955,64285,167938,82830,11034,30472,50211,108286,5,7,7,9,5,7,5,18,9,6,7,21,18,7,7,21,7,7,7,7
258,1,59,21,41,72,76,3,45,137,116,42,13818,66197,9412,138576,153869,12632,6863,266221,11874,75061,21,7,18,7,6,5,7,7,9,7,7,21,7,9,7,7,5,18,7,6
259,0,77,21,137,120,115,39,52,105,47,126,7427,66197,48564,44207,57797,87161,170302,32214,21107,614581,7,7,18,7,5,7,21,7,7,6,21,21,7,9,7,21,7,18,9,7
260,0,97,21,62,19,63,96,135,95,124,99,56087,66197,55269,1989,109828,189040,84968,7286,31356,541257,21,7,7,7,5,5,5,18,9,7,7,21,18,9,7,7,7,7,7,5
261,1,18,21,131,27,11,44,3,57,124,113,99284,66197,13331,39498,84436,65529,54090,39698,10513,90691,7,7,7,7,6,21,7,18,9,7,21,21,18,9,7,7,5,7,7,6
262,0,70,21,57,120,12,95,125,121,104,107,24765,66197,19831,37752,13666,19648,17518,89677,42811,293177,21,7,18,9,6,7,7,18,7,7,7,21,7,7,7,21,21,7,9,6
263,0,20,21,134,27,75,33,30,18,116,63,150371,66197,34974,65110,79032,445975,393463,88667,30547,130469,8,7,18,7,6,5,7,7,7,7,7,21,7,9,7,7,5,18,9,5
264,1,68,21,120,124,12,33,125,43,116,106,26122,66197,90451,287304,86712,5259,30164,7407,62802,10456,7,7,18,9,5,21,7,7,9,7,21,21,7,7,7,7,5,18,7,5
265,0,50,21,80,22,12,20,13,44,132,14,21374,66197,27114,167651,74865,1346957,160375,154365,7094,10929,7,7,18,9,7,7,6,18,9,6,21,21,7,7,6,21,7,7,7,7
266,1,45,21,92,47,103,95,119,80,104,14,32089,66197,68373,61968,112052,23464,8646,24185,7821,106661,7,7,18,9,7,7,7,7,7,6,21,21,7,7,5,5,21,18,9,7
267,1,3,21,98,14,15,18,2,131,31,135,62594,66197,62391,44976,69756,74148,240242,100060,4674,258391,7,7,7,7,7,7,5,7,6,5,21,21,18,5,9,21,7,18,7,7
268,0,114,21,99,60,11,77,135,92,116,66,268948,66197,619820,24671,306905,5583,83067,42612,3219,21425,7,7,5,9,7,7,5,18,7,6,21,21,18,7,5,21,7,7,9,7
269,0,100,21,43,60,106,3,133,82,132,76,278281,66197,119841,27514,1245,42762,129202,19279,34281,38530,7,7,7,7,7,5,1,7,7,7,21,21,18,9,5,7,7,18,9,6
270,1,77,21,134,120,63,135,69,25,22,12,113874,66197,95585,9763,122884,152039,43304,16845,5126,6125,21,7,7,7,5,21,7,18,7,7,7,21,18,9,7,7,21,7,9,5
271,0,3,21,36,116,63,39,2,62,46,141,22268,66197,8802,32304,20969,14449,3250771,57682,191296,4758,7,7,7,7,7,7,5,7,7,5,21,21,18,9,6,21,7,18,9,7
272,0,100,21,98,124,4,122,129,55,72,63,6086,66197,19493,437954,74335,8141,35599,11675,54563,249092,7,7,7,9,7,7,5,7,9,7,21,21,18,7,6,21,7,18,7,5
273,1,29,21,57,15,78,33,67,26,47,14,132984,66197,164266,91080,135512,54822,398836,530,20959,3294,7,7,18,9,7,21,1,18,9,6,21,21,7,7,5,7,7,7,7,7
274,0,89,21,131,22,106,45,24,91,27,63,128354,66197,171294,1268,440506,13778,39126,47866,100382,56242,5,7,18,7,6,21,21,7,9,7,7,21,7,9,7,7,7,18,7,6
275,0,89,21,62,42,123,18,52,26,22,67,128354,66197,221734,79548,60920,46035,133177,11018,182600,1419844,5,7,18,7,9,21,7,18,9,7,7,21,7,6,7,7,21,7,7,6
276,1,136,21,120,72,63,31,84,87,123,115,1857,66197,1178,59265,10895,2027,32460,58733,2499,99629,21,7,18,9,5,21,1,7,9,7,7,21,7,7,7,7,7,18,7,5
277,0,39,21,57,115,116,77,125,137,22,113,14044,66197,164266,83241,17244,95896,36075,30177,47367,11957,21,7,18,7,9,21,7,7,7,7,7,21,7,5,7,7,21,18,9,6
278,1,32,21,131,116,90,114,138,98,124,50,8189,66197,129616,10682,77534,689967,3789,85319,38697,25082,21,7,7,7,5,7,5,18,7,7,7,21,18,9,7,21,7,7,9,5
279,0,87,21,62,123,115,77,7,135,49,100,13158,66197,53639,98283,75567,22835,47570,233684,11865,49253,21,7,18,7,5,21,7,18,9,7,7,21,7,9,7,7,5,7,7,5
280,1,73,21,26,124,7,32,30,43,46,142,77123,66197,33488,63955,4810,196934,43413,290026,55089,65614,7,7,18,7,7,21,5,7,7,6,5,21,7,9,6,7,7,18,9,7
281,1,32,21,127,12,116,45,109,71,22,100,8189,66197,9481,83161,7467,9877,8001,15964,42734,12865,21,7,18,7,9,21,7,8,7,5,7,21,7,6,7,7,9,18,9,7
282,1,68,135,57,27,63,117,97,81,124,4,11891,270975,164266,20229,37615,11571,37198,38068,164492,646,21,2,18,9,7,7,21,18,9,7,7,7,7,7,5,21,7,7,7,6
283,0,45,119,98,27,63,114,135,43,13,132,22375,48565,3252,86425,37615,318190,59562,41196,332522,3799,21,7,18,9,7,21,7,7,7,7,7,6,7,7,5,7,5,18,5,9
284,1,32,53,26,27,63,77,69,57,15,11,7216,711845,19852,86425,37615,5343,1152794,90831,8996,1131176,21,5,18,9,7,21,7,7,7,7,7,7,7,7,5,7,8,18,9,6
285,0,100,75,121,124,126,20,10,131,72,13,35621,67360,13345,8597,107875,46475,16297,14173,346483,107539,7,7,7,9,7,7,9,18,7,6,21,6,18,7,5,21,7,7,9,7
286,0,45,52,27,22,14,7,112,36,116,12,24246,6567,86425,10011,68302,17730,29520,154763,115343,1158178,7,7,18,7,7,21,5,7,7,5,21,21,7,9,5,7,7,18,9,7
287,0,110,129,71,15,11,77,7,134,47,126,12256,72076,16609,23169,52318,93009,14081,64850,29032,5059,7,5,18,9,7,7,7,18,9,6,21,7,7,7,5,8,5,7,7,7
288,1,34,119,94,65,14,93,80,98,46,11,20039,163153,21831,58810,68302,20929,235466,29735,115202,153120,7,7,18,9,7,21,7,18,7,5,21,5,7,7,5,7,5,7,9,7
289,1,129,138,101,27,76,108,17,131,116,50,116392,291785,9763,266437,10448,4086,327,267357,25161,553487,21,7,18,7,7,7,7,18,7,6,7,5,7,9,5,5,5,7,9,7
290,0,20,135,27,72,126,33,139,43,65,114,18698,33522,86425,8352,107875,68435,91775,64657,178788,41708,5,5,18,7,7,21,7,7,9,5,7,7,7,9,5,7,21,18,7,7
291,1,135,128,94,22,11,85,10,134,8,14,195631,47278,21831,66735,52318,6405,121564,8270,17749,22647,7,21,18,7,7,21,7,18,9,7,21,7,7,9,5,7,21,7,7,6
292,0,102,61,131,116,113,70,68,55,46,115,395,71865,121124,26538,50821,33572,68876,33441,43795,49690,21,5,18,7,7,21,5,7,9,7,7,7,7,9,5,7,7,18,7,6
