,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
10,0.0,124346.0,1.0,9076.0,140361.0,2.6666666666666665,12765.0,144264.0,1.2222222222222223,11370.0,128569.0,1.375,10546.0,34042.0,2.8,8342.0,10419.8,3541.4433215851423,0.0,0.0,0.0,0.0,0.0,0.0,184709.0,4.0,14602.0,161232.0,2.6,12604.0,133716.0,1.1428571428571428,11061.0,147298.0,3.2,13698.0,28458.0,5.0,9928.0,12378.6,3804.817893145479,1.0,1.0,1.0,1.0,1.0,3.0
11,1.0,144334.0,4.333333333333333,16194.0,112180.0,3.0,11150.0,159794.0,10.0,12670.0,91734.0,1.25,10082.0,52402.0,4.25,9232.0,11865.6,5478.254028429131,1.0,1.0,1.0,1.0,1.0,3.0,121177.0,0.8,10366.0,115564.0,3.75,11820.0,168198.0,2.0,11768.0,73987.0,1.2857142857142858,10311.0,41078.0,1.7142857142857142,7861.0,10425.2,3215.6254135082336,0.0,0.0,0.0,0.0,0.0,1.0
12,0.0,74930.0,0.5555555555555556,7560.0,91564.0,1.1111111111111112,7821.0,79948.0,2.25,7810.0,53992.0,1.0,8062.0,15681.0,1.4,6116.0,7473.8,1559.0409872739074,1.0,0.0,0.0,0.0,0.0,0.0,190559.0,19.0,15311.0,76269.0,5.0,9325.0,111808.0,3.5,9401.0,78959.0,5.0,10925.0,17001.0,3.0,7731.0,10538.6,5794.366505494799,0.0,1.0,1.0,1.0,1.0,2.0
13,0.0,115402.0,1.5,9704.0,76024.0,0.8333333333333334,8022.0,116705.0,1.8,10478.0,94964.0,1.0,8341.0,25567.0,1.1666666666666667,6376.0,8584.2,3176.758221835587,0.0,0.0,0.0,0.0,0.0,1.0,104576.0,2.25,10645.0,93570.0,3.25,9343.0,129368.0,3.0,10246.0,113806.0,17.0,12627.0,33484.0,2.5,7593.0,10090.8,3682.627431603692,1.0,1.0,1.0,1.0,0.0,2.0
14,0.0,74215.0,1.4,7598.0,115318.0,1.3,11437.0,92087.0,2.2857142857142856,9928.0,51726.0,2.142857142857143,8105.0,18312.0,1.6,6660.0,8745.6,3836.506900814855,1.0,0.0,0.0,1.0,0.0,1.0,112319.0,2.0,9666.0,101233.0,4.25,11246.0,128053.0,3.0,10277.0,89381.0,3.4285714285714284,13310.0,45490.0,1.7,9321.0,10764.0,3199.915936395829,0.0,1.0,1.0,0.0,0.0,2.0
15,1.0,86536.0,12.0,8439.0,84798.0,2.333333333333333,7817.0,116749.0,8.0,9537.0,60441.0,2.25,8865.0,22197.0,2.8,7141.0,8359.8,1851.3251470230718,0.0,0.0,1.0,1.0,0.0,1.0,60014.0,0.125,5780.0,52129.0,1.75,8307.0,89412.0,1.0,7467.0,50160.0,1.0,6697.0,22430.0,1.6,5546.0,6759.4,2308.943741194229,1.0,1.0,0.0,0.0,0.0,0.0
16,1.0,78712.0,6.5,8297.0,104394.0,6.666666666666668,11310.0,94873.0,10.0,8555.0,98209.0,21.0,12609.0,10008.0,21.0,6568.0,9467.8,4886.067416645006,1.0,1.0,1.0,0.0,1.0,1.0,80789.0,0.6,6640.0,110209.0,0.5,9508.0,73080.0,1.6666666666666667,6471.0,63498.0,0.7142857142857143,7760.0,15647.0,0.42857142857142855,4920.0,7059.8,3403.7662669460724,0.0,0.0,0.0,1.0,0.0,1.0
17,0.0,48317.0,0.25,6335.0,91117.0,1.25,8142.0,109451.0,1.0,8816.0,76559.0,3.0,7885.0,16428.0,1.2,6063.0,7448.2,2387.681469543205,0.0,0.0,0.0,1.0,0.0,1.0,120193.0,4.5,12193.0,118768.0,4.0,9653.0,115813.0,5.5,11336.0,119516.0,4.0,10830.0,14080.0,4.0,5807.0,9963.8,4997.814602403735,1.0,1.0,1.0,0.0,1.0,2.0
18,0.0,137769.0,0.5833333333333334,9145.0,92447.0,1.3333333333333333,9916.0,117998.0,1.125,8624.0,125722.0,1.4285714285714286,11490.0,25640.0,7.0,5573.0,8949.6,4351.228010573566,1.0,0.0,0.0,1.0,0.0,1.0,129065.0,4.0,12003.0,125949.0,1.7142857142857142,12323.0,143160.0,19.0,12797.0,122360.0,8.5,11080.0,51049.0,3.75,8969.0,11434.4,3028.760670637414,0.0,1.0,1.0,0.0,1.0,2.0
19,1.0,105315.0,0.75,9748.0,69651.0,0.2222222222222222,6574.0,138395.0,2.333333333333333,10169.0,85301.0,2.4285714285714284,11763.0,48213.0,2.6666666666666665,10662.0,9783.2,3891.136440681565,0.0,1.0,1.0,1.0,0.0,3.0,87188.0,3.6,11032.0,65040.0,3.0,8679.0,123775.0,4.0,9987.0,98965.0,1.8,8908.0,17357.0,2.2,6717.0,9064.6,3225.821011773592,1.0,0.0,0.0,0.0,0.0,0.0
20,0.0,350138.0,2.333333333333333,19579.0,133101.0,4.5,14594.0,226635.0,2.625,16413.0,204667.0,2.7142857142857144,17931.0,40817.0,1.9090909090909087,12001.0,16103.6,5884.194354370021,1.0,1.0,0.0,1.0,1.0,3.0,138333.0,2.6666666666666665,12794.0,288246.0,1.1428571428571428,17054.0,197613.0,3.6,14712.0,288243.0,8.25,20881.0,112375.0,1.8,12947.0,15677.6,6758.221452423707,0.0,0.0,1.0,0.0,0.0,2.0
21,1.0,128206.0,3.333333333333333,12561.0,169542.0,3.1428571428571432,13654.0,210388.0,6.8,17996.0,229870.0,3.5,17797.0,28594.0,3.7142857142857135,10848.0,14571.2,6393.701494439664,0.0,1.0,1.0,1.0,0.0,3.0,216329.0,3.571428571428572,19346.0,161839.0,0.7857142857142857,12786.0,161609.0,2.1,13104.0,196942.0,2.0,14418.0,22768.0,1.818181818181818,9880.0,13906.8,6925.461775217592,1.0,0.0,0.0,0.0,1.0,1.0
22,1.0,77011.0,1.25,7641.0,96684.0,8.0,11709.0,99095.0,3.5,7112.0,93880.0,4.333333333333333,10040.0,46853.0,6.0,8228.0,8946.0,3796.4601933906797,0.0,1.0,1.0,1.0,0.0,3.0,108073.0,4.0,8690.0,62514.0,1.1428571428571428,8109.0,70889.0,0.5555555555555556,6526.0,45160.0,0.5,6073.0,34402.0,1.0,5372.0,6954.0,2794.6001502898407,1.0,0.0,0.0,0.0,0.0,0.0
23,0.0,82342.0,0.7142857142857143,8167.0,83348.0,1.1666666666666667,9072.0,102988.0,0.8,7947.0,133005.0,1.0,10380.0,57888.0,1.0,9513.0,9015.8,1993.5402679655108,0.0,0.0,0.0,1.0,0.0,3.0,117662.0,4.666666666666667,10831.0,120989.0,26.0,11038.0,190322.0,8.0,16525.0,139831.0,5.75,13471.0,35574.0,7.666666666666668,9079.0,12188.8,5769.357399225672,1.0,1.0,1.0,0.0,1.0,1.0
24,1.0,113220.0,3.25,11475.0,147041.0,3.25,11897.0,131617.0,13.0,9640.0,128872.0,4.333333333333333,11779.0,12358.0,2.125,7669.0,10492.0,3645.808003721535,1.0,1.0,1.0,1.0,0.0,2.0,124163.0,1.25,9108.0,87033.0,1.0,9423.0,89410.0,1.375,9247.0,127011.0,2.5,10562.0,19930.0,1.7142857142857142,7260.0,9120.0,2376.351404990432,0.0,0.0,0.0,0.0,0.0,1.0
25,1.0,270810.0,13.5,19030.0,186405.0,2.0,15121.0,149849.0,3.0,12712.0,139641.0,2.1666666666666665,13222.0,31462.0,3.25,10538.0,14124.6,6381.9736132328235,1.0,1.0,1.0,1.0,1.0,5.0,108873.0,0.4666666666666667,10179.0,275613.0,2.1111111111111107,16364.0,229313.0,0.625,13030.0,162016.0,1.625,13225.0,117523.0,2.5,10778.0,12715.2,4884.443755434185,0.0,0.0,0.0,0.0,0.0,1.0
26,1.0,131722.0,1.75,12858.0,197930.0,3.8333333333333335,15864.0,164001.0,3.0,11591.0,143964.0,2.7142857142857144,14020.0,108559.0,3.8333333333333335,14729.0,13812.4,3307.23648988094,0.0,1.0,1.0,0.0,1.0,4.0,105734.0,3.25,11077.0,142029.0,1.0,12474.0,145280.0,1.4444444444444444,11037.0,173543.0,2.75,12902.0,76721.0,2.75,13319.0,12161.8,2103.911309917792,1.0,0.0,0.0,1.0,0.0,1.0
27,1.0,107576.0,2.625,13967.0,131530.0,1.8571428571428568,11962.0,170100.0,11.5,14023.0,220469.0,2.25,14524.0,74821.0,1.0833333333333333,10339.0,12963.0,3529.2653626498527,1.0,1.0,1.0,1.0,1.0,4.0,163650.0,0.8181818181818182,12348.0,152088.0,3.5,12010.0,178774.0,2.5,13911.0,135113.0,1.0,10339.0,28309.0,2.5,8500.0,11421.6,4136.340556578967,0.0,0.0,0.0,0.0,0.0,0.0
28,1.0,124594.0,1.6666666666666667,11150.0,90318.0,1.0,10674.0,130865.0,10.0,12413.0,112364.0,4.666666666666667,12244.0,63906.0,4.0,9293.0,11154.8,2543.0129374425132,0.0,1.0,1.0,1.0,1.0,1.0,151999.0,1.2,9528.0,123290.0,4.333333333333333,8819.0,98934.0,1.2,9942.0,135253.0,1.4285714285714286,10391.0,14852.0,2.5,7268.0,9189.6,2440.055982964325,1.0,0.0,0.0,0.0,0.0,1.0
29,1.0,202936.0,2.2222222222222223,17170.0,186597.0,2.5,15892.0,171291.0,1.25,12901.0,174129.0,2.8571428571428568,16276.0,99400.0,1.7,12789.0,15005.6,4053.0118677349074,1.0,1.0,1.0,1.0,1.0,3.0,213030.0,2.1818181818181817,16825.0,70237.0,1.3,9960.0,154382.0,3.571428571428572,15020.0,117577.0,2.0,13169.0,82144.0,1.9,10418.0,13078.4,5883.636392572199,0.0,0.0,0.0,0.0,0.0,1.0
30,0.0,23858.0,0.75,4645.0,48868.0,1.0,5972.0,61029.0,1.0,7361.0,98887.0,1.0,7245.0,35233.0,0.125,4491.0,5942.8,2738.5902942937632,0.0,0.0,0.0,1.0,0.0,1.0,133266.0,9.0,11121.0,91282.0,3.333333333333333,8898.0,53639.0,4.5,7006.0,69340.0,7.0,8775.0,30020.0,14.0,7116.0,8583.2,3349.111941992981,1.0,1.0,1.0,0.0,0.0,0.0
31,0.0,129832.0,1.375,11338.0,58002.0,1.0,8713.0,132171.0,2.0,9678.0,123665.0,1.6666666666666667,11580.0,31317.0,3.6666666666666665,7928.0,9847.4,3197.4125789456707,0.0,0.0,0.0,1.0,0.0,2.0,97863.0,2.5,10276.0,130292.0,2.0,13657.0,149314.0,3.6,13230.0,130379.0,5.5,12382.0,87496.0,2.6,10830.0,12075.0,2952.5284079920384,1.0,1.0,1.0,0.0,1.0,0.0
32,1.0,166401.0,2.1111111111111107,15965.0,269723.0,3.0,17501.0,170313.0,1.8,14316.0,247243.0,4.142857142857143,20469.0,42801.0,3.4,14846.0,16619.4,4947.269671242917,1.0,0.0,1.0,1.0,1.0,3.0,286159.0,1.6363636363636365,19297.0,194006.0,3.0,19845.0,199089.0,0.7333333333333333,13075.0,186176.0,2.1818181818181817,16967.0,47262.0,3.8571428571428568,12831.0,16403.0,6661.491124365475,0.0,1.0,0.0,0.0,0.0,2.0
33,0.0,62357.0,0.5714285714285714,6385.0,44119.0,0.2857142857142857,5505.0,59480.0,2.5,6174.0,47489.0,0.625,6673.0,20011.0,0.7142857142857143,4671.0,5881.6,1603.9336644637146,0.0,0.0,0.0,0.0,0.0,0.0,122767.0,12.0,11387.0,67552.0,21.0,9299.0,129680.0,2.5,9570.0,104946.0,8.0,11563.0,15709.0,5.0,6866.0,9737.0,3810.40024144446,1.0,1.0,1.0,1.0,0.0,2.0
34,0.0,70288.0,0.5,6221.0,80164.0,1.0,7134.0,93695.0,1.3333333333333333,6371.0,49183.0,1.0,7263.0,21650.0,1.0,4935.0,6384.8,1860.5044477237886,1.0,0.0,0.0,1.0,0.0,1.0,76323.0,9.0,9031.0,85958.0,3.0,6756.0,110166.0,1.6666666666666667,7724.0,65283.0,3.6666666666666665,9510.0,37970.0,3.6666666666666665,6647.0,7933.6,2602.947790486778,0.0,1.0,1.0,0.0,0.0,0.0
35,0.0,223154.0,2.0,14833.0,109734.0,2.0,11473.0,166480.0,2.6,13453.0,115033.0,1.3333333333333333,11835.0,31367.0,0.8,7534.0,11825.6,5498.648124766669,1.0,0.0,1.0,0.0,1.0,1.0,121462.0,1.8,10420.0,183115.0,2.142857142857143,12618.0,135358.0,3.2,11695.0,140217.0,5.4,16187.0,44850.0,9.0,11397.0,12463.4,4448.845827852433,0.0,1.0,0.0,1.0,0.0,2.0
36,1.0,246165.0,6.333333333333332,21370.0,188089.0,1.9090909090909087,16628.0,163016.0,2.3076923076923075,14976.0,176080.0,3.625,17580.0,89013.0,4.142857142857143,13265.0,16763.8,6110.6082185000205,0.0,1.0,1.0,0.0,0.0,1.0,191646.0,1.0666666666666669,14732.0,171432.0,4.333333333333333,17129.0,205714.0,2.636363636363636,18225.0,228814.0,1.818181818181818,15597.0,38949.0,1.9166666666666667,10583.0,15253.2,5877.99598502755,1.0,0.0,0.0,1.0,0.0,3.0
37,0.0,108235.0,0.42857142857142855,8276.0,43546.0,0.4444444444444444,5831.0,89395.0,0.5,7017.0,66968.0,0.6,8439.0,42885.0,0.7142857142857143,6333.0,7179.2,2313.022438282863,0.0,0.0,0.0,0.0,0.0,0.0,190942.0,7.0,11799.0,128200.0,5.0,13504.0,170306.0,13.0,11734.0,100761.0,12.0,10555.0,65318.0,16.0,10338.0,11586.0,2523.184892155151,1.0,1.0,1.0,1.0,1.0,3.0
38,1.0,252169.0,5.0,20027.0,261371.0,4.375,18369.0,148353.0,2.4444444444444446,14182.0,230588.0,2.3,15412.0,31799.0,3.333333333333333,13698.0,16337.6,5496.279941924356,1.0,1.0,1.0,0.0,0.0,3.0,272034.0,1.0,15577.0,203229.0,1.2727272727272727,14488.0,157147.0,1.9230769230769231,16379.0,303293.0,14.5,21458.0,32814.0,1.6,11640.0,15908.4,7167.016478284391,0.0,0.0,0.0,1.0,1.0,1.0
39,1.0,146393.0,2.4,12570.0,138378.0,4.0,12752.0,87333.0,6.5,9311.0,91368.0,3.5,8796.0,35339.0,10.0,8445.0,10374.8,4221.183578097498,0.0,1.0,1.0,1.0,1.0,3.0,86066.0,0.8888888888888888,8467.0,74120.0,1.0,7138.0,80724.0,0.6,7015.0,81419.0,1.0,7476.0,77513.0,1.0,7042.0,7427.6,1218.8064653586314,1.0,0.0,0.0,0.0,0.0,0.0
40,0.0,115681.0,0.6428571428571429,11903.0,199171.0,0.9,13407.0,166178.0,1.7142857142857142,13122.0,221968.0,1.2,15847.0,56543.0,1.5714285714285714,9614.0,12778.6,4550.742488869262,0.0,1.0,0.0,1.0,0.0,2.0,308645.0,8.75,23297.0,302011.0,36.0,21696.0,275419.0,8.6,18979.0,10412.0,0.0,8099.0,52770.0,7.4,12724.0,16959.0,12772.02560285564,1.0,0.0,1.0,0.0,1.0,3.0
41,0.0,90860.0,1.5,8990.0,99483.0,2.6666666666666665,10054.0,179345.0,2.75,10685.0,109081.0,1.25,9882.0,26451.0,3.333333333333333,7136.0,9349.4,2755.4054511087847,0.0,0.0,0.0,0.0,0.0,0.0,128514.0,2.75,11431.0,116862.0,2.5,10705.0,164693.0,5.333333333333333,13958.0,125676.0,4.0,11319.0,17301.0,3.5,7390.0,10960.6,4706.235140746795,1.0,1.0,1.0,1.0,1.0,3.0
42,1.0,113746.0,3.5,11877.0,181129.0,7.5,14140.0,182828.0,7.0,12570.0,153876.0,3.75,13447.0,37624.0,2.4,8102.0,12027.2,4712.127205413708,0.0,1.0,1.0,1.0,1.0,4.0,115259.0,1.2,10330.0,119268.0,3.0,10338.0,145832.0,0.3333333333333333,9485.0,133021.0,5.5,11958.0,39186.0,1.5,7517.0,9925.6,3234.152933922575,1.0,0.0,0.0,0.0,0.0,0.0
43,1.0,114769.0,22.0,12873.0,64159.0,6.0,7481.0,133416.0,6.5,10030.0,110243.0,3.5,10234.0,22107.0,6.0,7776.0,9678.8,4368.692573299248,1.0,1.0,1.0,1.0,1.0,2.0,21012.0,0.2222222222222222,4275.0,71475.0,0.5,6670.0,88107.0,0.8,7258.0,74058.0,0.6666666666666666,7465.0,30781.0,2.333333333333333,6901.0,6513.8,2577.8213281761787,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,67900.0,0.625,7957.0,142518.0,4.666666666666667,12288.0,131859.0,1.8,10159.0,112812.0,1.1428571428571428,10041.0,49878.0,1.3333333333333333,8032.0,9695.4,3583.9744976771253,0.0,0.0,0.0,0.0,0.0,0.0,82415.0,3.25,9642.0,141850.0,7.0,12512.0,105530.0,3.2,11466.0,137948.0,3.6,14671.0,38433.0,7.0,10137.0,11685.6,4027.1872566345855,1.0,1.0,1.0,1.0,0.0,2.0
45,0.0,90321.0,3.8,11696.0,139451.0,2.2,11899.0,94915.0,1.0,9140.0,124390.0,2.625,13642.0,25300.0,2.4444444444444446,8456.0,10966.6,4265.998030941882,1.0,0.0,0.0,0.0,0.0,0.0,203966.0,2.4,13912.0,240983.0,5.333333333333333,19005.0,148270.0,3.375,14261.0,148760.0,3.8,14541.0,30254.0,1.5,9035.0,14150.8,7067.9624220846,0.0,1.0,1.0,1.0,1.0,3.0
46,1.0,111466.0,1.2857142857142858,10297.0,97400.0,2.6,10557.0,111518.0,12.0,11072.0,220886.0,6.0,15847.0,32152.0,3.8,10270.0,11608.6,4782.256914888618,0.0,1.0,1.0,1.0,1.0,3.0,135137.0,1.6666666666666667,9688.0,123565.0,1.6,11154.0,152235.0,2.25,10417.0,123844.0,0.625,10623.0,14901.0,1.2,7509.0,9878.2,2849.909261713432,1.0,0.0,0.0,0.0,0.0,0.0
47,1.0,98111.0,4.666666666666667,9004.0,78793.0,3.0,8689.0,105929.0,4.5,8572.0,113898.0,19.0,11962.0,54419.0,18.0,8428.0,9331.0,2971.99327051728,0.0,0.0,1.0,1.0,0.0,2.0,45349.0,0.6666666666666666,5288.0,99147.0,2.0,8129.0,82963.0,1.5,7778.0,89491.0,0.5714285714285714,7206.0,9265.0,0.8333333333333334,4731.0,6626.4,3050.210025555617,1.0,1.0,0.0,0.0,0.0,0.0
48,1.0,97275.0,3.5,11120.0,109146.0,2.75,9905.0,104572.0,1.6666666666666667,8394.0,134315.0,11.0,14244.0,31226.0,2.6666666666666665,8119.0,10356.4,4975.666106161064,0.0,1.0,1.0,1.0,1.0,3.0,101128.0,2.75,9000.0,93011.0,3.0,11422.0,102928.0,1.8,7185.0,87700.0,0.3333333333333333,8256.0,25390.0,1.0,5914.0,8355.4,4142.426245571549,1.0,0.0,0.0,0.0,0.0,0.0
49,1.0,160812.0,3.5,15347.0,253084.0,2.333333333333333,19483.0,124708.0,2.230769230769231,15817.0,368257.0,5.0,25586.0,40553.0,6.142857142857142,16155.0,18477.6,8591.513207811531,1.0,1.0,1.0,1.0,1.0,2.0,223765.0,1.4444444444444444,16130.0,241830.0,2.142857142857143,19603.0,265208.0,1.9333333333333331,22671.0,248760.0,1.0,17188.0,78366.0,2.333333333333333,15466.0,18211.6,5894.181639549294,0.0,0.0,0.0,0.0,0.0,3.0
50,1.0,273359.0,2.6666666666666665,18747.0,213397.0,1.181818181818182,16391.0,146848.0,4.6,14160.0,290797.0,5.5,20368.0,52318.0,1.6153846153846154,14093.0,16751.8,5565.478128606742,0.0,1.0,0.0,1.0,1.0,3.0,158479.0,3.1428571428571432,13583.0,294849.0,4.0,19197.0,198782.0,2.8571428571428568,14445.0,429371.0,3.4285714285714284,21035.0,19463.0,2.2857142857142856,9806.0,15613.2,9024.938382061122,1.0,0.0,1.0,0.0,0.0,1.0
51,0.0,52674.0,1.0,5929.0,68407.0,0.8571428571428571,7207.0,103422.0,1.2,7674.0,75786.0,1.4,8073.0,16996.0,1.8,5816.0,6939.8,2044.3167073621444,1.0,0.0,0.0,1.0,0.0,2.0,86821.0,10.0,8838.0,91561.0,6.0,11468.0,107004.0,1.6666666666666667,8153.0,97340.0,3.0,9429.0,46014.0,3.333333333333333,8327.0,9243.0,2678.8807364270624,0.0,1.0,1.0,0.0,0.0,1.0
52,0.0,97218.0,1.1428571428571428,9341.0,97513.0,1.7142857142857142,8885.0,140982.0,1.375,11047.0,78884.0,3.0,8976.0,24323.0,1.125,6330.0,8915.8,3378.4231232928773,0.0,0.0,0.0,1.0,0.0,2.0,99038.0,7.0,10403.0,131714.0,4.5,12099.0,174688.0,4.2,14856.0,135993.0,4.0,11474.0,15179.0,2.833333333333333,7524.0,11271.2,5326.579653023129,1.0,1.0,1.0,0.0,0.0,1.0
53,1.0,163449.0,5.25,13256.0,137333.0,6.0,13363.0,148206.0,4.5,12572.0,148595.0,4.25,16340.0,48522.0,5.75,9718.0,13049.8,4721.780681056671,1.0,1.0,0.0,1.0,0.0,2.0,130891.0,0.8181818181818182,10819.0,208260.0,3.25,14417.0,136725.0,2.0,11399.0,139102.0,1.4166666666666667,15223.0,40451.0,1.3846153846153846,9529.0,12277.4,4868.949291171556,0.0,0.0,1.0,0.0,1.0,2.0
54,1.0,151306.0,3.333333333333333,12768.0,115561.0,19.0,14178.0,107665.0,2.2222222222222223,9279.0,117633.0,3.5,10077.0,27720.0,3.4,7696.0,10799.6,5268.291297944715,1.0,1.0,1.0,0.0,0.0,1.0,77348.0,0.8571428571428571,7605.0,48176.0,0.875,6230.0,108077.0,1.4,8663.0,140152.0,2.6,13359.0,45470.0,1.375,6694.0,8510.2,5731.622004284651,0.0,0.0,0.0,1.0,0.0,1.0
55,0.0,145938.0,0.5,10155.0,72617.0,0.6666666666666666,7507.0,110810.0,2.0,8594.0,97835.0,1.1666666666666667,9805.0,31428.0,1.1666666666666667,5900.0,8392.2,3484.0824904126475,0.0,0.0,0.0,1.0,0.0,2.0,109506.0,5.0,11484.0,107892.0,2.5,10477.0,123984.0,6.0,10918.0,87561.0,3.0,10030.0,61929.0,5.333333333333333,10378.0,10657.4,1120.4549076156522,1.0,1.0,1.0,0.0,1.0,0.0
56,0.0,96435.0,1.0,9412.0,74255.0,2.0,7478.0,105942.0,0.875,8266.0,114692.0,2.5,10019.0,23140.0,2.5,6470.0,8329.0,2865.8401909387762,1.0,0.0,0.0,0.0,0.0,1.0,104827.0,11.0,10916.0,89496.0,2.0,9186.0,155355.0,3.0,12155.0,84489.0,2.75,10039.0,24943.0,2.6666666666666665,6871.0,9833.4,3974.803290730247,0.0,1.0,1.0,1.0,1.0,1.0
57,1.0,214756.0,8.0,17678.0,191284.0,2.555555555555556,17254.0,169008.0,1.5454545454545454,14044.0,229668.0,2.7777777777777777,19253.0,37268.0,4.166666666666667,12130.0,16071.8,5809.239950286095,0.0,1.0,1.0,1.0,1.0,3.0,442557.0,3.125,18841.0,201567.0,6.0,16949.0,219322.0,2.875,14748.0,191245.0,2.4444444444444446,18173.0,42746.0,1.8333333333333333,9638.0,15669.8,7429.077923941841,1.0,0.0,0.0,0.0,0.0,1.0
